author,channel_url,title,webpage_url,view_count,like_count,dislike_count,average_rating,duration,upload_date,tags,categories,description,thumbnail,best_format,filesize_bytes
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E45 - Advanced Hunting in Microsoft Defender ATP with Riley Childs (MSFT) - (I.T),https://www.youtube.com/watch?v=SU89_qleRcU,2772,30,0,5.0,5850,20200707,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'ATP', 'Advanced Hunting', 'Advanced Threat Protection', 'Windows Defender', 'Virus', 'Threat', 'Malware', 'Security', 'mimikatz', 'exploit']",['People & Blogs'],"00:00 - Intro
00:31 - Riley Childs Introduction
             https://twitter.com/RowdyChildren
03:42 - Windows Admins Discord
             http://aka.ms/winadmins
05:44 - Experiences with Microsoft Detection and Response Team (DART)
09:58 - Demo
22:01 - Cloud Protection
             https://docs.microsoft.com/windows/security/threat-protection/microsoft-defender-antivirus/enable-cloud-protection-microsoft-defender-antivirus
44:20 - Riley misspoke about VirusTotal - VirusTotal DOES use Cloud Signatures when it scans with             Defender, differences in execution by VirusTotal might sometimes result in a different result.
1:26:00 - MDATP Evaluation Lab
                https://docs.microsoft.com/windows/security/threat-protection/microsoft-defender-atp/evaluation-lab
1:27:00 - Licensing and Free Trial
                 http://aka.ms/mdatp
1:28:28 - Supported Operating Systems
1:31:30 - An update on Web Content Filtering
                https://techcommunity.microsoft.com/t5/microsoft-defender-atp/an-update-on-web-content-filtering/ba-p/1505445
1:36:29 - Wrapping up

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft MMD Team
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft MVP - Enterprise Mobility
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft MVP - Enterprise Mobility
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi_webp/SU89_qleRcU/maxresdefault.webp,18 - 640x360 (360p),142070691
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E44 - Rapid Hyper-V Provisioning for Autopilot Testing with Intune.HV.Tools - (I.T),https://www.youtube.com/watch?v=cBSeBb0CIRs,2970,25,2,4.7037039,3352,20200630,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Intune.HV.Tools', 'Hyper-V', 'Autopilot', 'Windows', 'Windows 10', 'Provisioning', 'Testing', 'PowerShell']",['People & Blogs'],"00:00 - Intro 
01:07 - Intune.HV.Tools Module
             https://github.com/tabs-not-spaces/Intune.HV.Tools
03:12 - Installing Intune.HV.Tools
04:30 - Initialize-HVTools
07:50 - Add-ImageToConfig
09:20 - Add-NetworkToConfig
10:23 - Add-TenantToConfig
13:05 - New-ClientVM
19:40 - Hyper-ConvertImage
             https://github.com/tabs-not-spaces/Hyper-ConvertImage
25:50 - Launch Microsoft.Graph.Intune in PowerShell 7
42:38 - GitHub Repos
48:00 - Get-HVToolConfig
48:45 - Working together and sharing discussion 

Download the module here
https://www.powershellgallery.com/packages/Intune.HV.Tools

Project Site
https://github.com/tabs-not-spaces/Intune.HV.Tools

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi/cBSeBb0CIRs/maxresdefault.jpg,18 - 640x360 (360p),76469025
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E43 - Revisiting Windows Autopilot - (I.T),https://www.youtube.com/watch?v=F409dff2eo4,8370,97,8,4.6952381,4136,20200623,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Autopilot', 'Modern Management', 'Provisioning', 'Device Management', 'Windows 10', 'Windows']",['People & Blogs'],"00:00 - Intro
01:00 - Revisiting Autopilot
03:46 - Texas System Management User Groups Unite 2020
              https://www.youtube.com/watch?v=U2maWgZNq_w&list=PLLLx6twFrOEyeZwqlXgj6CgFxr_ViPruI
04:43 - Getting the Hardware Hash
06:03 - Advanced AutoPilot Troubleshooting with Michael Niehaus
             https://youtu.be/ej8C-3xSjMU
06:18 - WindowsAutopilotIntune Module
16:59 - Endpoint Console
             http://aka.ms/memac
25:57 - Azure AD Dynamic Group
29:45 - Deployment Profile
34:11 - Get Autopilot Profile
38:46 - Covert Auotpilot Configuration to JSON
47:30 - Windows Autopilot for existing devices
             https://docs.microsoft.com/windows/deployment/windows-autopilot/existing-devices
54:26 - Autopilot in action
58:00 - Block Personal Device Enrollment
             https://youtu.be/WhywVF8tqfs
1:01:01 - Device Enrollment Managers
1:07:40 - Wrapping up


Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft MMD Team
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft MVP - Enterprise Mobility
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft MVP - Enterprise Mobility
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi/F409dff2eo4/maxresdefault.jpg,18 - 640x360 (360p),90615452
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E42 - Advanced Threat Hunting with Microsoft Defender ATP (I.T),https://www.youtube.com/watch?v=4NQphnL0YR8,3180,29,3,4.625,2597,20200616,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'ATP', 'Advanced Threat Hunting', 'Security Center', 'Microsoft Defender ATP']",['People & Blogs'],"00:00 - Intro
01:08 - Microsoft Defender Security Center discussion
07:31 - Live response session demo
12:45 - startupfolders command
16:20 - getfile/fileinfo command
22:22 - Investigate entities on devices using live response
             https://docs.microsoft.com/windows/security/threat-protection/microsoft-defender-atp/live-response
24:50 - Live response command examples
              https://docs.microsoft.com/windows/security/threat-protection/microsoft-defender-atp/live-response-command-examples
25:22 - remediate command
31:50 - analyze command
35:40 - Timeline
37:17 - Security agents discussion
42:24 - Wrapping up

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi/4NQphnL0YR8/maxresdefault.jpg,18 - 640x360 (360p),53731550
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E41 - Enabling Microsoft Defender Web Protection (Proxy) in the Defender Security Center (I.T),https://www.youtube.com/watch?v=a2ixEGD-jus,3123,25,1,4.8461537,1383,20200610,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Defender', 'Security', 'Proxy', 'Web Filtering']",['People & Blogs'],"Steve and Ben drag Adam trough more security stuff. Adam is thrilled.

Microsoft released a new Web protection feature on securitycenter.microsoft.com which uses the 3rd party Cyren web proxy. This does require an E5 License.

00:00 - Intro
02:29 - Enable custom network indicators
03:19 - Connect to a partner
06:24 - Create web content filtering policy
08:43 - Create machine group
11:26 - Web content filtering with Microsoft Defender ATP now in public preview
             https://techcommunity.microsoft.com/t5/microsoft-defender-atp/web-content-filtering-with-microsoft-defender-atp-now-in-public/ba-p/1132287
14:03 - Web content filtering
              https://docs.microsoft.com/windows/security/threat-protection/microsoft-defender-atp/web-content-filtering
20:53 - Wrap-up

Update: 7th July 2020
Web content filtering is now included with a Microsoft Defender ATP license.
https://techcommunity.microsoft.com/t5/microsoft-defender-atp/an-update-on-web-content-filtering/ba-p/1505445

Looks like we might have forgotten to enable network protection which can be done either by policy from the Microsoft Defender ATP security baseline or the endpoint protection configuration profile. You can also do this using PowerShell with the following command:
Set-MpPreference -EnableNetworkProtection Enabled
https://docs.microsoft.com/windows/security/threat-protection/microsoft-defender-atp/enable-network-protection
https://docs.microsoft.com/mem/intune/protect/security-baseline-settings-defender-atp?pivots=atp-april-2020#microsoft-defender

Nice blog post on this:
https://emptydc.com/2020/01/27/block-it/

Prerequisites
Before trying out this feature, make sure you have the following:

Windows 10 Enterprise E5 license
Access to Microsoft Defender Security Center portal
Machines running Windows 10 Anniversary Update (version 1607) or later with the latest MoCAMP update (for Network Protection on Internet Explorer, Edge, Chrome, or Firefox)
Machines running Windows 10 May 2019 Update (version 1903) or later (for a better user experience from SmartScreen on Edge). Note that if SmartScreen is not turned on, Network Protection will take over the blocking
A valid license with a partner data provider


Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader - Microsoft EM MVP
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi/a2ixEGD-jus/maxresdefault.jpg,18 - 640x360 (360p),29911351
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E40 - Deep Dive into Intune Endpoint Security with Microsoft PM Matt Shadbolt - (I.T),https://www.youtube.com/watch?v=f4klwWewXe0,7027,81,0,5.0,5707,20200601,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Endpoint Security', 'Threat Detection', 'Policy Security', 'Resource Access', 'ADMX', 'Policy', 'ATP', 'Security', 'ConfigMgr', 'SCCM', 'Tenant Attach']",['People & Blogs'],"Microsoft Intune Program Manager Matt Shadbolt joins us to give a deep dive into the new Endpoint Security features in Intune and ConfigMgr Tenant Attach security features.

Matt Shadbolt - Microsoft Program Manger - Microsoft Endpoint Manager - Intune
https://twitter.com/ConfigMgrDogs
https://techcommunity.microsoft.com/t5/user/viewprofilepage/user-id/180368
https://docs.microsoft.com/en-us/archive/blogs/configmgrdogs/

00:00 - Intro
00:57 - Matt Shadbolt's introduction
05:46 - Microsoft Endpoint security stack
07:27 - Threat & vulnerability management
08:50 - Attack surface reduction
09:57 - Next generation protection
10:35 - Endpoint detection & response
11:18 - Auto investigation & remediation
11:37 - Microsoft threat experts
12:30 - Licensing recap
13:46 - Historical roles & friction
16:55 - Endpoint security blade
33:21 - Demo
36:10 - Security baseline
41:00 - Security tasks
44:18 - Endpoint security policies
46:10 - Antivirus
47:20 - Tri-State policy options
57:00 - Unhealthy endpoints report
59:53 - Firewall
1:05:36 - Endpoint detection and response
1:17:00 - Questions
1:33:00 - Unified endpoint security using Microsoft Endpoint Manager
                https://techcommunity.microsoft.com/t5/microsoft-endpoint-manager-blog/unified-endpoint-security-using-microsoft-endpoint-manager/ba-p/1417736
1:34:01 - Wrap-up 

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi/f4klwWewXe0/maxresdefault.jpg,18 - 640x360 (360p),115417518
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E39 - Building USB Provisioning Media for Quick OS Rebuilds for Intune Environments - (I.T),https://www.youtube.com/watch?v=7bO0fPGcLSY,6117,69,1,4.9428573,2894,20200526,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune']",['People & Blogs'],"00:00 - Intro
02:37 - Intune.USB.Creator Module
             https://github.com/tabs-not-spaces/Intune.USB.Creator
09:55 - Demo 
12:35 - Intune/Autopilot Setup Companion Guide Part 1
             https://www.sysmansquad.com/2019/12/18/autopilot-setup-part-1/
18:05 - Create VHDX
26:38 - Create VM
31:33 - Booting off the USB
37:40 - Cloud download/reset discussion 
45:10 - Wrapping up
              https://www.powershellgallery.com/packages/Intune.USB.Creator/
              https://www.powers-hell.com/2020/05/04/create-a-bootable-windows-10-autopilot-device-with-powershell/

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi/7bO0fPGcLSY/maxresdefault.jpg,18 - 640x360 (360p),55990209
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,Off The Cuff - Notes from the Field w/ Ben Whitmore and Leon Ashton-Leatherland - (I.T),https://www.youtube.com/watch?v=rG5gemDoZAs,1151,23,0,5.0,2991,20200519,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Off The Cuff', 'Chat', 'Real World', 'Field Notes', 'End User Compute']",['People & Blogs'],"Join Steve and Adam as they chat with Ben and Leon from the UK about their real world experiences with managing Intune. Note - there's no demo content, so this is great episode for background listening.

00:00 - Intro
01:19 - Leon's introduction
02:09 - Ben's introduction
05:50 - Cloud management gateway discussion
16:41 - Intune discussion
23:20 - Autopilot discussion
33:25 - East of England Microsoft User Group
             https://twitter.com/eoemug
43:30 - Microsoft Endpoint Manager community
47:50 - Wrapping up

Our Guests
Ben Whitmore
https://byteben.com/bb/
https://twitter.com/byteben

Leon Ashton-Leatherland
https://leonashtonleatherland.blogspot.com/
https://twitter.com/LeonAshtonL1983

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi/rG5gemDoZAs/maxresdefault.jpg,18 - 640x360 (360p),137215859
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E38 - Advanced AutoPilot Troubleshooting with Michael Niehaus - (I.T),https://www.youtube.com/watch?v=ej8C-3xSjMU,5456,94,0,5.0,4730,20200513,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'AutoPilot', 'TroubleShooting']",['People & Blogs'],"Our special guest Michael Niehaus from Microsoft joins the guys for advanced AutoPilot troubleshooting. We also talk about customer challenges and product direction.

00:00 - Intro
04:24 - Michael Niehaus introduction
06:56 - ESP status script
             https://oofhours.com/2020/05/06/more-help-with-windows-autopilot-diagnostics/
11:34  - Demo of the ESP status script
32:32 - PowerShell 7
36:52 - AutoPilot focus areas
52:38 - Working from home
56:30 - White glove
58:21 - VPN scenario
1:04:35 - RRAS server
                 https://oofhours.com/2020/04/27/my-guide-to-setting-up-windows-server-2019-for-vpn-with-no-guarantees-that-it-will-work/
1:12:02 - Wrapping up

Michael Niehaus - Principal Program Manager, EMX, modern deployment team at Microsoft
https://twitter.com/mniehaus
https://oofhours.com/


Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi/ej8C-3xSjMU/maxresdefault.jpg,18 - 640x360 (360p),187382326
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E37 - Microsoft Intune Endpoint Security First Look - (I.T),https://www.youtube.com/watch?v=0rDr33SWDuk,7909,75,3,4.8461537,2095,20200505,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Endpoint Security', 'First Look']",['People & Blogs'],"The guys jump right in and take a first look at the Microsoft Intune Endpoint Security preview.

00:00 - Intro
04:15 - Endpoint security    
             https://endpoint.microsoft.com/#blade/Microsoft_Intune_Workflows/SecurityManagementMenu/overview
05:33 - Security tasks
             https://docs.microsoft.com/mem/intune/protect/atp-manage-vulnerabilities
07:25 - S01E22 - Configuring AppLocker Policies and Advanced Hunting
             https://youtu.be/aXI2aNIqvdw
09:38 - Antivirus
17:05 - Disk encryption
18:38 - Firewall
21:12 - Attack surface reduction
             https://docs.microsoft.com/windows/security/threat-protection/microsoft-defender-atp/overview-attack-surface-reduction
22:55 - Account protection
26:15 - Microsoft Defender ATP
27:23 - Closing points
28:28 - What's new in Microsoft Intune
              https://docs.microsoft.com/mem/intune/fundamentals/whats-new

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi_webp/0rDr33SWDuk/maxresdefault.webp,18 - 640x360 (360p),37415656
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E36 - Using Power Automate Flows to Collect Custom Client Inventory - Part 2 - (I.T),https://www.youtube.com/watch?v=kIymEOBA7nQ,2962,24,0,5.0,2044,20200429,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Power Apps', 'Power Automate', 'Flow', 'Inventory']",['People & Blogs'],"00:00 - Intro
03:10 - Recap of episode 34
              https://youtu.be/MVyGn35zoT4
05:00 - Creating the flow
11:58 - Power Automate discussion
19:29 - Testing the flow
24:06 - Deploying client data collection script
25:31 - macOS shell scripts
             https://docs.microsoft.com/mem/intune/apps/macos-shell-scripts
28:48 - Power Automate licensing
30:12 - Wrapping up

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi_webp/kIymEOBA7nQ/maxresdefault.webp,18 - 640x360 (360p),40226400
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E35 - New Features in Microsoft Endpoint Configuration Manger 2002 - (I.T),https://www.youtube.com/watch?v=AFRaCABGj5Y,5133,44,0,5.0,1791,20200421,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'MEMCM', 'ConfigMgr', 'SCCM', '2002', 'Cloud']",['People & Blogs'],"Steve and Adam discuss try to keep it together as they discuss new cloud features for Microsoft Endpoint Configuration Manger 2002 to help extend your On-Premises infrastructure into Intune.

00:00 - Intro
01:32 - Microsoft Endpoint Manager admin center
             https://endpoint.microsoft.com
04:29 - Name change for Office 365 ProPlus
              https://docs.microsoft.com/deployoffice/name-change
08:26 - What's new in version 2002 of Configuration Manager current branch
             https://docs.microsoft.com/mem/configmgr/core/plan-design/changes/whats-new-in-version-2002
12:43 - Remove the central administration site
             https://docs.microsoft.com/mem/configmgr/core/servers/deploy/install/remove-central-administration-site
14:04 - Microsoft Endpoint Manager tenant attach
             https://docs.microsoft.com/mem/configmgr/tenant-attach/device-sync-actions
17:00 - Bootstrap a task sequence immediately after client registration
             https://docs.microsoft.com/mem/configmgr/core/clients/deploy/about-client-installation-properties#provisionts
28:06 - Wrapping up

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi/AFRaCABGj5Y/maxresdefault.jpg,18 - 640x360 (360p),42580019
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,Off The Cuff - Managing EDU devices with Microsoft Intune - With Doug Wilson (I.T),https://www.youtube.com/watch?v=t-Qr6e8-0GE,2411,32,3,4.6571426,2145,20200415,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'EDU', 'Education', 'AutoPilot', 'WhiteGlove', 'WFH', 'Work From Home', 'Remote Worker']",['People & Blogs'],"MVP Doug Wilson joins Adam to have an impromptu discussion about managing EDU devices with Microsoft Intune.

More info about Doug:
https://twitter.com/ManageDoug
https://managedoug.com/
https://mvp.microsoft.com/en-us/PublicProfile/5003515?fullName=Doug%20Wilson

00:00 - Intro
00:26 - Doug Wilson introduction
             https://twitter.com/managedoug
             https://managedoug.com/
02:40 - Autopilot discussion
06:30 - Strategies for remote workers
09:30 - White glove differences
14:55 - Hybrid management 
21:11 - EDU client management
25:30 - Intune EDU Portal
             https://intuneeducation.portal.azure.com/
33:57 - Wrap-up 

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi_webp/t-Qr6e8-0GE/maxresdefault.webp,18 - 640x360 (360p),40774420
Intune Training,http://www.youtube.com/channel/UCfmMlhX5TW8cicxHw6ExYVA,S01E34 - Using Power Automate Flows to Collect Custom Client Inventory - Part 1 - (I.T),https://www.youtube.com/watch?v=MVyGn35zoT4,4744,50,0,5.0,1691,20200407,"['Microsoft', 'Intune', 'Training', 'Azure', 'AAD', 'MEM', 'MSIntune', 'Microsoft Endpoint Management', 'MEMIntune', 'Power Automate', 'Flows', 'Azure Tables']",['People & Blogs'],"Steve and Ben build a custom Power Automate flow to collect custom client inventory into Azure Table storage.

00:00 - Intro
03:22 - Table Storage
             https://azure.microsoft.com/en-us/services/storage/tables/
04:57 - Power Automate
             https://flow.microsoft.com/
05:10 - Power Automate Licensing
              https://flow.microsoft.com/pricing/
              https://docs.microsoft.com/power-platform/admin/powerapps-flow-licensing-faq
06:00 - Get started with Power Automate
              https://docs.microsoft.com/power-automate/getting-started
09:40 - JSON Schema
18:23 - Code to run on targeted machines
21:15 - Testing Flow
26:00 - Wrapping up

Visit our websites and social media for more or to get in touch with us

Steve Hosking - Microsoft EM+S MVP
https://www.twitter.com/OnPremCloudGuy
http://steven.hosking.com.au/
https://mvp.microsoft.com/en-us/PublicProfile/5002537?fullName=Steven%20Hosking
https://github.com/onpremcloudguy

Adam Gross - Microsoft EM MVP
https://www.twitter.com/AdamGrossTX
https://www.asquaredozen.com
https://github.com/AdamGrossTX
https://mvp.microsoft.com/en-us/PublicProfile/5003519?fullName=Adam%20Gross

Ben Reader
https://twitter.com/powers_hell
https://www.powers-hell.com/
https://github.com/tabs-not-spaces",https://i.ytimg.com/vi_webp/MVyGn35zoT4/maxresdefault.webp,18 - 640x360 (360p),33780559
